category,name,price,description
rice-bowls,Healthy Choice Life Bowl,13.99,"Southwest seasoned chicken with black beans, corn, pico de gallo, guacamole on a bed of seasoned rice with fresh cilantro and lime. (Under 600 calories)"
rice-bowls,Chicken Fresca,15.99,"Chicken tenders sautéed in our light tomato white wine sauce with mushrooms, tomato bruschetta, roasted red peppers, Romano cheese and scallions. Served over seasoned rice."
rice-bowls,Beef Birria Rice Bowl,15.69,"Shredded beef marinated in chipotle adobo on top of seasoned rice with pico de Gallo, creamy guacamole, black beans, shredded jack-cheddar cheese and fresh cilantro.
**Not Available at our Fairmount Location**"
rice-bowls,Blackened Shrimp Rice Bowl,13.99,"Blackened gulf shrimp, grilled with onions, corn, black beans and roasted red peppers. Served over rice with pico de gallo and fresh cilantro."
shareable-desserts,Baked Apple Crumb Pie,7.99,"Two layers of apples, brown sugar and cinnamon homemade in our kitchen. Topped with vanilla ice cream, whipped cream, caramel sauce and sprinkled with more cinnamon."
shareable-desserts,Pumpkin Cheesecake,7.99,"Homemade cheesecake topped with powdered sugar, whipped cream and cinnamon."
shareable-desserts,Chocolate Chip Cookie Monster,7.99,"Two warm chocolate chip cookies topped with vanilla ice cream, hot fudge and whipped cream."
shareable-desserts,Reese's Pieces® Cookie Monster,7.99,"Two warm chocolate chip cookies topped with vanilla ice cream, whipped cream, chocolate sauce, peanut butter sauce and crushed Reese’s Pieces®."
shareable-desserts,Chocolate Peanut Butter Pie,7.99,"Homemade with chocolate crumb crust, creamy peanut butter, topped with semi-sweet chocolate and whipped cream."
lunch-combos,Tully's Street Tacos,11.99,"Two flour tortillas filled with our signature Tully's Tenders®, shredded jack-cheddar cheese, pico de gallo, shredded lettuce and cilantro lime crema. Sprinkled with our taco seasoning and fresh cilantro. Served with homemade cowboy caviar."
lunch-combos,Lunch Tuna Melt,11.99,Lunch size of our Classic Tuna Melt on rye with melted cheddar and tomato. Served with fries and a pickle spear.
lunch-combos,Turkey Bacon Ranch,11.99,"Freshly shaved turkey and crispy bacon with cheddar cheese, lettuce and tomato on toasted deli bread with our homemade Ranch dressing. Served with fries and a pickle spear."
lunch-combos,1/4lb Cheeseburger,11.99,"Our 1/4lb. burger with lettuce, tomato and topped with American cheese. Served with fries and pickle spear."
lunch-combos,The Dublin,11.99,"Warm corned beef on a toasted roll with Swiss cheese, 1000 Island dressing and topped with fresh coleslaw. Served with fries and a pickle spear."
lunch-combos,Soup & Sandwich Combo,11.99,"Baked Potato soup, paired with a turkey, ham, or tuna fish sandwich on a small sub roll with lettuce, tomato, and mayo. Served with a pickle spear. Substitute French Onion or Homemade Chili for $.99."
lunch-combos,Soup & Tenders,11.99,Baked Potato soup and Tully's Tenders® with Tully's Honey Mustard for dipping. Substitute French Onion or Homemade Chili for $.99.
lunch-combos,Chicken Tender Wrap,11.99,"Tully’s Tenders® diced and mixed with lettuce, tomato and Tully’s Honey Mustard. Served with fries and a pickle spear.
"
lunch-favorites,Tully's Meatball Sub,11.69,A classic. Meatballs covered in our own marinara sauce topped with Romano and mozzarella cheese on a garlic butter grilled sub roll. Served with fries and a pickle spear.
lunch-favorites,Chicken Caesar Wrap,11.99,Crisp romaine tossed in Caesar dressing with grilled chicken. Served with fries and a pickle spear.
lunch-favorites,Lunch Fish Fry,11.99,"Lightly breaded haddock served with fries, tartar sauce and coleslaw."
lunch-favorites,Tully's Tenders®,11.99,Our famous hand battered Tully's Tenders®. Served with fries and Tully's Honey Mustard for dipping. Sub Buffalo or Asian Tenders $.50.
dinner-specials,Fiery 10oz Flat Iron Steak,21.99,"10oz USDA Choice Black Angus Flat Iron steak rubbed with our fiery habañero roasted garlic seasoning. Topped with homemade pico de Gallo, fried onion straws and fresh cilantro. Served with cowboy caviar and country mashed potatoes."
dinner-specials,Petite Flat Iron Steak,16.79,"6oz USDA choice Black Angus flat iron steak served with country mashed potatoes and fresh vegetables.
Add Sautéed Onions & Mushrooms for $1.99.
"
dinner-specials,Steak and Shells Combo,19.99,6oz USDA Choice Black Angus Flat Iron steak served with our classic stuffed shells and garlic bread.
dinner-specials,Steak and Tender Combo,19.79,"6oz USDA choice Black Angus Flat Iron steak and Tully’s
Tenders® served together with Tully’s Honey Mustard. Served with country mashed potatoes and coleslaw.
Add Sautéed Onions & Mushrooms for $1.99.
"
dinner-specials,Steak Fajita Bowl,17.99,"Seasoned Black Angus Flat Iron steak served with grilled onions, mushrooms and peppers, pico de gallo, guacamole and cowboy caviar. Served over seasoned riced and sprinkled with fresh cilantro and cheddar-jack cheese."
dinner-specials,Baked Stuffed Shells,15.99,"Pasta shells stuffed with ricotta, herbs, and mozzarella cheese. Topped with our own marinara sauce and mozzarella cheese then baked until golden brown. Served with a side salad and garlic bread."
dinner-specials,Orange Citrus Salmon,19.79,8oz Norwegian salmon grilled with our homemade orange citrus sauce. Served with seasoned rice and fresh vegetables.
dinner-specials,Grilled Pork Chops,16.99,"Two center-cut loin pork chops seasoned with salt and pepper then grilled. Served with applesauce, coleslaw and country mashed potatoes."
dinner-specials,Italian Style Mahi Mahi,17.79,"Grilled mahi mahi filet with Italian seasonings. Topped with a warm combination of black olives, roasted red peppers, homemade bruschetta and a sprinkle of Pecorino Romano cheese. Served with seasoned rice and fresh vegetables."
little-league-menu,Kid's Burger & Fries,6.99,Add cheese for $.30
little-league-menu,Tully's Tenders & Fries,6.99,
little-league-menu,Pasta Marinara,6.99,
little-league-menu,Grilled Cheese Sandwich & Fries,6.99,
little-league-menu,Macaroni & Cheese,6.99,
little-league-menu,Mozzarella Sticks & Fries,6.99,
little-league-menu,Tully's Tenders Salad,6.99,
little-league-menu,Cookie & Cream Dream,3.99,A creamy drink made with crumbled chocolate cookies and vanilla ice cream.
little-league-menu,Kiddie Cookie Sundae,3.99,"Vanilla ice cream, crushed chocolate cookies, chocolate syrup and whipped cream."
little-league-menu,Hot Fudge Sundae,3.99,
little-league-menu,Strawberry Fizz,2.29,"Sierra Mist, strawberry puree."
little-league-menu,Candy Apple,2.29,Apple juice and grenadine.
little-league-menu,Wild Berry Smoothie,5.99,
little-league-menu,Strawberry Smoothie,5.99,
